laptop_id,name,price,price_before_discount,discount_pct,status,delivery_to_nairobi,seller,seller_shipping_speed,seller_quality-score,seller_customer_rating,seller_score,seller's_followers,scraped_at
319390995,"Lenovo ThinkPad X260 Intel Core I7 8GB RAM 256GB SSD, 12.5 Inches Display  Refurbished Laptop","KSh 18,999","KSh 31,679",40%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TWENDY,Good,Excellent,Good,88%,10,2026-01-26 17:34:31
325691582,"HP  Windows 11 PRO Activated Elitebook 16GB RAM 256GB SSD 500GB HDD, 820 G3 Core i5-6th Gen Refurbished Laptop,   Bluetooth, Webcam, Office & Basic Software Installed + Free Bag + Charger + Wireless Mouse,Mousepad + Extension","KSh 26,999","KSh 35,000",23%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1,2026-01-26 17:34:31
310920897,"DELL Latitude 7280 Intel I5 2.40GHz Processor, 8GB RAM DDR4, 256GB SSD, HDMI, Webcam, WiFi , Windows 10 Pro","KSh 18,989","KSh 24,000",21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88,2026-01-26 17:34:32
325039903,"HP EliteBook 830 G5/G6 Core I5 8250U 8GB 256GB -Refurbished-13.3""'.Silver","KSh 24,499","KSh 29,999",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES SHOP,Good,Excellent,Good,90%,76,2026-01-26 17:34:33
264785610,"HP EliteBook 750GB HDD, 8GB RAM, Intel Core I5  Refurbished Laptop, 14'' Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad","KSh 19,999","KSh 30,000",33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11,2026-01-26 17:34:34
315922287,"Asus Refurbished Chromebook Flip C302, Intel Core m3-6Y30 (Dual-core, 0.9 GHz base frequency, up to 2.2 GHz with Turbo Boost), 12.5-inch FHD (1920 x 1080) IPS Touchscreen, Intel HD Graphics 515, 4GB RAM, 64GB eMMC Flash Storage, ChromeOS-Silver","KSh 18,000",,,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop Clinic,Average,Very Poor,Good,52%,170,2026-01-26 17:35:35
325369686,"Lenovo Ideapad 1, Intel Celeron N4500, 8GB RAM, 256GB SSD, 15.6"" FHD Display, Windows 11, Grey +Free Bag, 64GB Flash & Mouse (1YR WRTY)","KSh 39,999","KSh 45,000",11%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techovant Solutions Limited,Good,Very Poor,Good,68%,1583,2026-01-26 17:35:36
319413474,"HP 8GB RAM, 500GB Hard Disk Elitebook 8460P/8470P Refurbished Laptop 14'' Inches Screen Display, & Intel Core I5 Laptop,Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger +Mouse Pad + Free Wireless Mouse+ Extension","KSh 16,899","KSh 22,000",23%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:35:37
325627020,"DELL Refurbished EX-UK Latitude 5490 Business Laptop – 14"" Full HD Display, Intel Core i5-8350U 8th Gen Quad-Core, 16GB DDR4 RAM, 256GB SSD, Windows 10/11 Pro","KSh 20,999",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:36:38
210354013,"Lenovo ThinkPad X280 Core i5-8350U 8GB RAM 256GB SSD Refurbished Laptop 12.5"" screen size touchscreen windows 10 pro installed","KSh 25,000","KSh 38,000",34%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DISKTECH,Average,Very Poor,Excellent,52%,37,2026-01-26 17:36:39
322650578,"Latitude 5300 – Core i5 8th Gen, 8GB RAM, 256GB SSD, 13.3” Full HD, Windows 10 refurbiished 6months warranty","KSh 19,950","KSh 35,000",43%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:36:40
309137737,"Elitebook 840  Core i7, 6th Gen, 14 inches display size, 8GB RAM, 256 SSD refurbrished  windows 11 pro installed and activated","KSh 25,000","KSh 26,000",4%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 17:36:41
309138821,"Elitebook 840  Core i7, 6th Gen, 14 inches display size, 16GB RAM, 256 SSD refurbrished  windows 11 pro installed and activated","KSh 26,500","KSh 27,000",2%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 17:36:41
325235947,EliteBook 840 Core I5 4TH GEN 8GB RAM 256GB SSD 14 Display REFURBISHED WINDOWS 11 PRO INSTALLED PLUS COMPLETE CHARGER (6 Months WRTY),"KSh 19,500","KSh 20,000",3%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 17:36:42
306608779,"REFURBRISDED  X240 8GB RAM, 500GB HDD, Intel Core I5, 12.5'' Screen Display, Windows 10 PRO Activated, Office & Basic software Installed +Charger","KSh 15,000","KSh 18,000",17%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 17:36:43
326398873,"Lenovo ThinkPad T14s -10th Gen-TouchScreen-Core I5 16GB RAM -256GB SSD -Black-Win 11 Pro-14""","KSh 40,000",,,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,LAPTOPS WORLD LTD,Excellent,Very Poor,Average,60%,7,2026-01-26 17:37:44
172416195,"HP  Refurbished EliteBook 820 G2 Core I5-5300U 2.3GHz, 8GB RAM 500GB HDD 12.5"" Windows 10 Pro","KSh 15,980","KSh 32,000",50%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:37:45
320883119,"DELL Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -256GB  SSD-Refurbished-Windows 11- 11""","KSh 26,999","KSh 35,000",23%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:37:46
319359853,"HP REFURBLISHED EliteBook 840 G5 8th Gen Core I5- 8GB Ram- 256GB SSD - Windows 11-14""-Silver (6 Months WRTY)","KSh 27,500","KSh 35,000",21%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3,2026-01-26 17:37:47
313589334,"Refurbished ProBook X360 11 g4 Intel core i5 8GB 256GB SSD 2-in-1 11.6"" Touchscreen Ultraslim","KSh 18,700","KSh 36,000",48%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:37:47
10015455,,,"KSh 19,000",13%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:37:49
265321925,HP EliteBook 820 G3 Intel Core I5 8GB-256GB SSD Silver-12.6 Inch Refurbished (6 Months WRTY),"KSh 18,999","KSh 38,998",51%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164,2026-01-26 17:37:50
304655964,"HP EliteBook 840 G6-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win  (6 Months WRTY)","KSh 31,999","KSh 36,000",11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:37:51
188072214,"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Free Extension.","KSh 18,999","KSh 28,000",32%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:37:52
148123492,"HP Refurbished EliteBook 820 , Intel Core I5, 8GB RAM, 500GB HDD,  (6 Months WRTY)","KSh 16,950","KSh 30,000",44%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 17:37:53
309737070,HP Elitebook 840 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 14 Inches FHD Display Refurbished,"KSh 22,499","KSh 30,000",25%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41,2026-01-26 17:37:54
294202970,"Refurbished Elitebook 840 G5 8th Generation Core I5, 16GB RAM, 512GBGB SSD -14"" inches screen display windows 10 pro installed and activated plus complete charger","KSh 34,500","KSh 36,000",4%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 17:37:54
325513610,"HP EliteBook 845 G7 Ryzen 5, 16GB RAM 256GB SSD-Refurbished-Win 11-14 Inch-Silver","KSh 29,999","KSh 35,000",14%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:37:55
239979303,"DELL Latitude 7280 6th Gen-Core I5-8GB Ram-256GB SSD-Refurbished- 13""-Black-Win 10  (6 Months WRTY)","KSh 16,999","KSh 28,000",39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:37:56
309737592,HP Elitebook 840 Intel Core I5 8GB RAM 500GB HDD 14 Inches FHD Display Refurbished,"KSh 16,499","KSh 28,000",41%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41,2026-01-26 17:37:57
326150388,"ThinkPad T450/S, Core i5 HDD 500GB RAM  8gb 14 inches Refurbished - Black","KSh 17,899","KSh 21,499",17%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:37:58
325671707,"DELL Refurbished EX-UK Latitude 7400 – 14"" Full HD Business Laptop, Intel Core i5-8365U (8th Gen), 8GB RAM, 256GB SSD, Windows 11 Pro – Lightweight, Secure & Professional","KSh 25,999",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:38:59
320883158,"DELL  Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -512GB  SSD-Refurbished-Windows 11- 11""","KSh 29,999","KSh 36,000",17%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:39:00
306743086,,"KSh 16,800","KSh 19,000",12%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 17:39:01
270294120,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED 6 Months Warranty.","KSh 15,488","KSh 40,000",61%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:39:02
1474128,"Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -14"", Black  (6 Months WRTY)",,"KSh 29,999",44%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:39:03
325696379,Apple  Refurbished MacBook Pro 2015 13- inch  Retina Display Core I5 8GB 250GB SSD 6months  warranty +Laptop bag,"KSh 28,499","KSh 57,800",51%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Suitech,Excellent,Excellent,Good,94%,5,2026-01-26 17:39:04
1857524,"Apple  MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 18,698","KSh 35,000",47%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 17:39:05
9459861,"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY",,"KSh 20,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 17:39:06
9606784,,,"KSh 70,000",78%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Computer Spot Kenya,Excellent,Excellent,Average,86%,32,2026-01-26 17:39:07
326556291,"MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 18,699","KSh 23,999",22%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:39:08
325691582,"HP  Windows 11 PRO Activated Elitebook 16GB RAM 256GB SSD 500GB HDD, 820 G3 Core i5-6th Gen Refurbished Laptop,   Bluetooth, Webcam, Office & Basic Software Installed + Free Bag + Charger + Wireless Mouse,Mousepad + Extension","KSh 26,999","KSh 35,000",23%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1,2026-01-26 17:39:09
8354908,Lenovo ThinkPad X390 Core i5-8th Gen 8GB Ram 256GB SSD Refurbished -Black,,"KSh 35,000",26%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 17:39:10
325885091,"HP Refurbished ProBook 640 G5 Intel® Core™ I5-8265u Laptop 35.6 Cm (14"") Full HD 8 Gb Ddr4-sdram 256 Gb Ssd Wi-fi 6 (802.11ax) Windows 11 Pro","KSh 21,000","KSh 27,000",22%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Slimtech System,Very Poor,,Excellent,50%,10,2026-01-26 17:39:42
10025990,"HP 8GB Ram, 256GB SSD EliteBook 840 G1, 14'' Screen Display Refurbished Intel Core I5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & Software Installed + Free Bag + Charger + Wireless Mouse,MousePad + Extension",,"KSh 30,000",30%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:39:43
325893511,Lenovo Thinkpad T460S  Refurbished -Core I5 6th gen 8GB RAM -256GB SSD-Dos-14 inches screen size windows 11 pro installed plus complete charger FREE WIRELESS MOUSE,"KSh 20,000","KSh 22,000",9%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,NEILEY TECHNOLOGGIES,Average,Excellent,Good,80%,2,2026-01-26 17:39:44
7582291,"EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)","KSh 21,999","KSh 40,000",45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 17:39:44
325735520,"HP Refurbished EX-UK ProBook x360 435 G8 2-in-1 Touchscreen Business Laptop – 13.3"" FHD Convertible Notebook, AMD Ryzen 7 Pro 5850U, 16GB RAM, 512GB SSD, Windows 11 Pro","KSh 44,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:40:45
325714281,HP Elitebook745g6Refurbished AMD Ryzen 7 16gb Ram 256ssd PRO Radeon Graphic 2.20GHz,"KSh 28,300","KSh 40,000",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20,2026-01-26 17:40:46
224107,"Refurbished Revolve 810  Convertible  - Intel Core I5 Ram 8gb - Ssd 256gb -  11.6""- Sliver  (6 Months WRTY)","KSh 20,998","KSh 28,500",26%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:40:47
9540295,"HP 16GB RAM 256GB SSD Storage, EliteBook 820 G1 Intel Core I5 Slim Ultrabook Refurbished Laptop, Windows 11 PRO Activated",,"KSh 25,000",25%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 17:40:48
325682630,"HP Refurbished EX-UK EliteBook 845 G8 14"" FHD Business Laptop – AMD Ryzen 5 PRO 5650U, 16GB RAM, 512GB SSD, Windows 11 Pro – Secure, Lightweight & High-Performance Professional Notebook","KSh 37,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:41:49
325487781,"HP EliteBook 845 G7 Ryzen 5, 16GB RAM 256GB SSD-Refurbished-Win 11-14 Inch-Silver","KSh 29,999","KSh 38,000",21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:41:50
325949183,"HP  Refurbished ProBook X360 11 g4 Intel core i5 8GB 258GB SSD 2-in-1 11.6"" Touchscreen Ultraslim","KSh 19,500","KSh 36,000",46%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Suitech,Excellent,Excellent,Good,94%,5,2026-01-26 17:41:51
9605998,"DELL G3 15 3590 HeavyPro Gaming Laptop Intel Core i7 9th Gen, 16GB RAM, 512GB SSD, GTX 1660 Ti 6GB,Warranty Included",,"KSh 75,000",37%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Megacomps ICT hub,Poor,Very Poor,Excellent,46%,237,2026-01-26 17:41:52
325741183,"DELL Refurbished EX-UK Latitude 7400 14"" FHD Business Laptop – Intel Core i5-8365U 1.6GHz, 8GB RAM, 256GB SSD, Webcam, WiFi, Windows 11 Pro – Slim & Secure Notebook","KSh 25,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:42:52
314716813,"HP Refurbished EX-UK Elitebook X360 830 G6 2 In 1 Laptop, 8th Generation Intel Core I7, 16GB RAM 512GB SSD, Windows 11 Pro 64-bit, Intel UHD Graphics 620, 13.3 Inch FHD Touchscreen Display","KSh 42,999",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:43:53
9127625,"HP  EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Renewed Windows 10",,"KSh 35,000",40%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ERICK ENTERPRISE,Good,Very Poor,Average,48%,130,2026-01-26 17:43:54
1337386,HP EliteBook 830 G5 Core I5 8250U 16GB 256GB 13.3 Inch Windows 10 Pro,,"KSh 46,499",38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88,2026-01-26 17:43:55
309737832,"HP Refurbished Elitebook 840 G5  Core I5, 8GB RAM, 256GB SSD (6 Months WRTY)","KSh 27,890","KSh 35,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41,2026-01-26 17:43:56
264886549,"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 512GB -14"", Silver Windows 11 pro 64bit office 2021 activated +Free laptop bag","KSh 25,999","KSh 40,000",35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52,2026-01-26 17:43:57
325950907,"Lenovo Thinkpad Yoga X380 8th Gen, Touchscreen, Processor Intel Core I5, Windows /11 Pro Storage 256GB SSD, Memory 8GB RAM, Base Speed 1.90Ghz, With Intel UHD Graphics -refurbished","KSh 25,175","KSh 33,000",24%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Suitech,Excellent,Excellent,Good,94%,5,2026-01-26 17:43:58
311302027,Lenovo ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro 6months Warranty.,"KSh 15,998","KSh 30,000",47%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 17:43:59
325387954,"HP Refurbished EliteBook 820 G1 Core I7 8GB RAM 500GB 12.5"" Slim Ultrabook Laptop, (6 Months WARRANTY)","KSh 18,500","KSh 25,000",26%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 17:44:00
9392389,"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256GB -14"", Sliver (6M WRTY)",,"KSh 46,999",54%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TWENDY,Good,Excellent,Good,88%,10,2026-01-26 17:44:01
9993129,"Lenovo 8GB RAM, 500GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 16,500","KSh 20,000",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11,2026-01-26 17:44:02
326254290,HP EliteBook 830 G7 13.3inch Touchscreen Intel Core i7 16GB RAM 512GB SSD 10th Generation touch 6months warranty,"KSh 48,000","KSh 65,000",26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Tolmo Technology,Excellent,Excellent,Excellent,98%,4,2026-01-26 17:44:03
325937706,"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months Waranty","KSh 16,000","KSh 43,000",63%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TechNestKE,Good,Excellent,Excellent,94%,1,2026-01-26 17:44:03
189556031,"Apple Refurbished Laptop MacBook Pro 13"" Intel Core I5, 16GB RAM  512GB SSD  Laptops , MacBook Operating System Installed, Office Installed + Free Bag + Charger + Wireless Mouse, Mousepad + Extension.","KSh 29,999","KSh 45,000",33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:44:04
